,Ratings,Full_review
1437,5,It's a great laptop I got it under 29k best buy for me and just add 4gb ram to it and see the magic happen it's too good
1438,1,I am not satisfied with this laptop.this laptop is working slow. Screen brightness is low. Speaker is not good sound is low.i get this laptop in 26k. After 1 year keyboard and touchpad not working overall i am not satisfied with this laptop.
1439,4,"Product is worth five stars for the price of 22k-24k. Though I bought this @29k during lockdown since my old laptop crashed. If you can wait for the price drop to 22k-24k, go for this without any second thought. But for the price of @29k, i would recommend to go for ASUS having same specs but much better battery backup.  Pros: 1. Design is good, display is good. 2. Ryzen 3 is much better compared to i3 7th gen. 3. Comes with MS office 4. Speakers are good.  Cons: 1. Mouse touch pad is n..."
1440,4,"I am using this laptop since 1year. No complaints. Running perfectly. But it is little bit slow response. It's because the storage device is hdd which has slow read rate. When I upgraded to ssd and 8GB ram , it is performance beast. It is also capable of running games in medium settings. Overall I will four star. Acer aspire 7 is more better than this. If we considering the budget. It is the best laptop"
1441,5,"I think this is one of the finest laptop i ever bought Looks good , best battery backup, performance is very fast with ryzen 3 dual core, Ryzen 3 dual core is far better than Intel i5 10th gen It will give u battery backup of around 5 hrs Go for it guys"
1442,4,"I'm gong to brief about the Pros and Cons only.  Pros - 1. Ryzen 3 Processor 2. AMD Vega 3 Graphics 3. FHD Screen 4. Light weight 5. Windows 10 and MsOffice pre installed 6. Looks  Cons - 1. Battery backup 2. TouchPad 3. Webcam  Now on a simple note for day to day office work or students assignments, surfing its a great deal. If you are thinking of gaming then don't go for it. Else product is good."
1443,4,I SO HAPPY THIS IS MY FIRST LAPTOP THANKS FLIPKART GIVE ME FAST DELIVERY AND GOOD SERVICE THERE IS NO FRAUD FROM FLIPKART YOU CAN TRUST THE FLIPKART
1444,5,"Build Quality is Not so Good, Track-pad is decent enough for daily use. Performance is good considering the price Thanks to Ryzen 3 3200U (Recommend to buy Variant with Ryzen 3 4000 series). Main bottleneck for this laptop is the HDD. Because of hard disk this laptop doesn't feel snappy(AMD is not to be blamed). I recommend Upgrading to SSD or buy a variant with SSD. Display is very good with decent viewing angles. 4 Hours + battery life with fast charging."
1445,4,"Honest Review  I am writing this review after using this laptop for almost 2 months. Overall quality is average unless you have upgraded RAM. I an waiting to purchase an 8GB RAM because RAM consumption is too much by the Windows App, 600MB is reserved by hardware as well. I haven't used any SSD powered laptop so I can't say buying it will speed up your performance or not but am sure with the RAM.  So when I play game (GTA IV) on this laptop. CPU usage is always around 30%-40% RAM usage is a..."
1446,4,It's really. Value for money. Performance wise it's good. Not to expect quick boot and fast multi tasking. But it's quite ok for daily single task activities. Laptop is not much sturdy. Noisy keyboard and noisy mouse pad. Probe to Scratch. 180 degree display is very supportive and still not giving confident not over usage. Though these are all not in harsh note. It's overall good product in this price point.
1447,5,"A good laptop in the price segment . Dont exoect it to run heavy gaming or work, it's good to go for moderate users like bwosing studying and work."
1448,5,Overall a good product for this price!! Display is good. Battery backup is around 4 hours. Speaker clarity is awesome.... But not more loud. Performance is better than i3 7th gen processor. Ram upgrade is must for improving the speed of the machine.
1449,5,"A really good product considering that it's so affordable, I recommend it to anyone who needs it for basic tasks like surfing, typing, school and office work in general. However, I would recommend that you upgrade the RAM a 4GB upgrade would be ok, but I recommend adding another 8GB as a lot of it is taken by background processes (I was even able to play GTA V with the 8GB upgrade) The only little problem I have aside that is the display is a little off coloured."
1450,3,"good laptop at reasonable prices .charger size is small, but speed is not up to the mark. ok for basic college work"
1451,4,"This is a must buy laptop if you wish to get a laptop in 30k as it includes graphics too If you wish to get a laptop for normal use it is the best laptop don't go for a second think to buy this , the display and the features are ausumn  One thing you need to keep in mind is the battery it last for 2, 3 hours on heavy usage. It sometimes hangs but after updates the laptop is working fine (it's an honest review)   I am Giving the review after using the laptop for a month"
1452,4,Got this 1 in offer by flipkart big billion days for just 2500....many suggestions i received in terms of low budget laptop..but i wanted to try this product...but this has led me so far aftr months of usage..it comes with great display atleast compared to other brands in this range...but rest all depends upon the user how he manages his pc. but to me its little slow in terms of opening an application but its fine manageable...overall its the most decent 1 i came accrossin this price range.
1453,5,It's awesome laptop doing great work when u creat account first time it's take time after that it's works excellent and battery is average and I get in 25k on big billion days and it's work smoothly
1454,3,first of all battery backup is not good design is good webcam is totally poor quality low grade plastic is used so build quality is zero performance is also not so good it takes approx 40_50 seconds to boot after installing all the drivers instead go for acer aspire ryzen 3 with better build quality and performance
1455,3,Worked fine till 6-7 months after that started lagging. Very slow performance. Battery backup is just 2 hours. Low end pc. Motherboard got damaged in just 11 months. The new motherboard replaced by lenovo is not working properly. I think it's not good for heavy usage. The laptop is not as good as expected.
1456,3,"This one is good if you are looking for general usage. Ram need to be extended for better performance. Camera should be enhanced more , currently it is poor. Other than this is ok for a student."
1457,4,"It's a good laptop, ideal for students and office work. But it's not for coding and programming 4gb ram is less for this. Initially the laptops hangs and a bit slow but after all the security patch and windows update it runs completely fine. Battery life is not as good also AMD processor consume more power and camera is really bad.Also this colour gets dirty very easily. Till now I'm not finding any more problem. I'm writing this review after 10days. I got it for rs.31,990/ at this price this..."
1458,5,"It's not the best laptop I've ever used but it's certainly the best bang for buck at this price. I invested some more into the laptop (added 8gb ram, replaced hdd with ssd) and the performance shot through the roof!  I have two issues though - the display chassis is a little too flimsy (wasn't expecting much at this price anyway), and the display itself is sub-par. I had to calibrate it manually to make it bearable but all's well if ends well.  In short, you can't get anything better at this..."
1459,4,This is my first ever purchase of laptop. I am using it for last 6 months and after that I'm reviewing the product. 1. The battery performance is medium. In power saving mode the performance is better. Upto 4 to 4.5 hours. 2. The screen sometimes become grey so clarity is medium. 3. Dolby sound system is very good. 4. The touch pad system is not upto the mark. It's better to use a mouse. 5. The build quality is also good in this price. 6. For better performance you just need to upgrade the R...
1460,5,"This is not a student laptop, but I would like to say it's also for professionals.  I can perform following things very smoothly:  Web development with .net framework Adobe Photoshop Android development Multitasking Smooth video editing like filmora AutoCAD MATLAB. Etc YouTube professionals work    Below are the issues In short it is not a software developer or engineers laptop. Better you look for i7 + 16 GB ram with 500ssd  -one more thing Ryzen 3 is best as compare to i3 for sure."
1461,5,Laptop is very good performance is very good and battery performance is also nice and charging is 65 word which charge the laptop at very low time performance is super at this the price point
1462,3,Lenovo is preloaded with default apps which makes the performance slow. Better to disable all those apps not to run on the start up to improve performance. Even I was literally feeling like returning but being an engineer thought give few more days.. suggest Lenovo team also to reduce the preloaded apps or send the technician who comes and does the first time installation and set up. This might be useful for common man  Lookwise it is awesome 500+ mb is dedicated to for display So we get 3.5 ...
1463,4,"Perfect home laptop. Good graphics. And appealing outlook. 15.1inch. and compact and wonderfull. It doesn't have the CD slot. The only disadvantage I found.  Apart from that's this is good with, teams, photoshop, Adobe premiere etc. Its awesome for those type of softwares. And its like good enaf."
1464,4,"Got it for 24k, good for the mentioned price, don't go for it above 25k, good thing is it can be extended ram and SSD, display is decent and viewing angle is not upto the mark."
1465,3,"Well, using it for several days and it never disappointed me so far. I was a little bit confused about AMD but then found Ryzen 3 3200U is actually better than Intel's i3 8th gen and it can compete even 10th gen in terms of clock speed.  Looks like one must update RAM since it's 4gb isn't enough for multitasking cause it's Slow and Sometimes hangs. And for further betterment one can go for SSDs(NVMe only otherwise replace the HDD)  Display is quite decent in comparison (in that price segment)..."
1466,4,Pro Decent product and built quality compared to price of laptop. Two side bezel definitely look good. R3 is great for light work ideal for office work which doesn't involve heavy software. Most importantly it is cheaper than I3. Keypad is great and button quality and finish is goods Preinstalled Windows and MS office greatly reduce your installation hassle and makes it perfect for non-tech users.  Cons It made in China. Though it has a Graphic card it is not a gaming laptop. Screen is brigh...
1467,5,Awsome laptop in affordable range! Must good going laptop for students and basic uses! Package is nicely.. full care has been taken.. Overall its worth it!
1468,4,Laptop is Best in 27K but 4Gb Ram is not Sufficient if you are a casual user then buy it other Wise its waste of money not recommended for Gaming or Editing
1469,4,I bought this laptop in big billion day sale. It has only 4gb ram. Better to upgrade extra 4gb. After adding extra ram it's work like charm. Battery backup is not that much good. But at this price what you expect. Sound quality is very low after enabling Dolby audio. If your budget is between 25k to 34k definitely buy this one . MS OFFICE is with life time validity. And McAfee Antivirus with 1 month of trial version
1470,4,"This laptop is good for a student like working in ms excel,word,powerpoint and editing and checking email.this laptop only comes in 4gb ram whch is soldered to the motherboard so u can grab another 8gb of ram from flipkart so u can make it much more powerful but not good as expected."
1471,5,"Excellent product. Early delivery by Flipkart. Good packing. No issue in operation of machine. No issue in activating preinstalled Windows 10 and MS Office 2019. Mcphy antivirus was preinstalled aswell. Overall a good purchase in INR 24490 including one year warranty. Those who are planning to buy core i3 9th generation may consider it as it's performance is no lesser than i3 8th generation and in most of the aspects of performance and several games, it leads i3 9th generation. One more USB p..."
1472,5,"The laptop is very good in terms of daily office work and study, Do not expect it to out perform the specs. It is a decent laptop which will give you enough to get going. But if you want high speeds and extreme multi tasking, then go for a better one. If Study and office work( Spreadsheets, multiple chrome windows, drive etc.) is your concern then its just fine."
1473,5,I got this laptop in 23k in bbd sale . Design wise this is beautiful laptop but handle with extra care Display of this laptop is not bad it is full hd and too bright but viewing angle make me unhappy other wise gud display. Performance of this is gud for beginners but for multitasking i have addes 8 gb 2400mhz ddr4 ram in extra slot now multitasking is very smooth . Battery is weak point in this laptop it last in 2 to 3 hrs max.but if u have very tight budget go for it in place of second ha...
1474,4,This review is based on few hrs use without any more aap download pre installed windows 10 and ms office this is great but I check battery very keenly because battery is main component of laptop. Use only screen with internet for video backup is 3:30hrs . Use any task with involved processor power . Backup time is 1:45Hrs which is not gud but in this Corona time all laptops and mobile are very high in price no laptops offer this type of specification in this price range design is ok not ...
1475,5,I purchased it for my younger one. Performance is pretty good and I like the way it is slim and handy at this price range.  Recommended product.!
1476,3,"The feel and design is pretty sleek and its genuinely light weighted. Battery performance is average but its good for office work &/or for Work from Home purpose. Biggest down side is that the speakers in this laptop is very low. Ryzen 3 vs Intel 3 was a challenge but if you are saving 2-3K with Ryzen, go for it. Overall satisfied with the product."
1477,5,Go for it...🔥
1478,3,laptop is okk in this price range .....bt i faced issues with display ...camera...bluetooth drivers.....lenovo website is also not providing any proper solution regarding driver installation......rest of things r okkk......flipkart delivery is grt as usual......bt overall .. I'm personally not satisfied with this product.
1479,5,I am so much happy with flipkart delivery and my product is so much good
1480,4,"Awesome laptop, buy this from tatacliq in just 22k here almost 25k"
1481,4,nice laptop display 5/5 battery 4/5 full hd display view angle 4/5
1482,3,The main think is battery.. which is not up to mark
1483,4,all of good performance but only one issue battery is not good
1484,3,good product at this price range but i am sick of hearing fan voice in this
1485,5,start up take more time than usual and battery us 35wh better if lenovo upgrade to more no fan speed no heating problems and fast charging inbuilt mccafe av superdb this is my 2nd lap first one i3 dell compared to dell lenovo is good
1486,5,Product is good.. Performance is also good.. MS OFFICE lifetime free with linking to your Microsoft account... Don't forget to activate it.. Display Ok.. Battery OK (around 4 hours). Speaker Good after updating Drivers and setting to Dolby... Warranty is to update by ownself at lenovo
1487,5,Value for money
1488,4,"1.battery-8 2.dispay-9 3.brightness-8 4.sound-7 5.charging-8 6.weight-9 7.build quality-7 8.heating -8 9.value for money -9 10.packaging-9  My overall rating 82/100 You can buy it without any confusion if you want buy laptop for Schoo/College works OR For daily tasks like Browsing,Office work. Since it is lightweight and plastic built, Should handle it very carefully."
1489,4,Best for this price range! Except for the battery life of 3-4 hrs. Good FHD display! Comes with Windows 10 & MS office 2019 pre-installed!
1490,4,beyond the level of what is expected. though I bought it for 22990/- with an AMD Ryzen processor it works amazingly. worth for money. no need to spend too much of money unwantedly for Intel Processors.
1491,5,great design great display with narrow bezel upgrade ram and ssd it will be a perfect laptop for average gamming
1492,5,Best choise in 29990
1493,1,"Slower than turtle 🐢, battery consume like 1000cc sports bike, look like charm 💓"
1494,1,"Wost don't take this product, no one will care after your order reched to u n u won't get return oftions  1. Fast draining battery 2. Slow working 3. System applications won't work properly 4. Think sencond sells"
1495,4,Worth for your money nice product
1496,4,Value of money best laptop in range Good battery backup Fast charge Normal speed
1497,1,"Literally struggling from past two days, this laptop is getting me sick. Boot time is almost 5+ minutes and windows tiles freeze when executed app search. Cortona 🙏 pathetic with this low end machines. YOU SHOULD ORDER RAM ASAP WITH THIS LAPTOP, ELSE YOU SHOULD HAVE A PATIENCE LIKE MONK TO WORK WITH THIS. 🙏  If I open any application, it takes 25-30 seconds to appear/prompt.  And Excel/word should be left to god's rescue. HORRIBLE.  Not sure whether I got something defective or performanc..."
1498,1,Faulty unit..OS crashed Several times wuthin 15 days User has to spent 5+7 hrs to do all things as per ONLINE support and later they saying HArddisk crash.  Unit dead and lenovo not having serviceable part and neither reolacing unit.Flipkart saying ..it is not our business.  Prefer Local Shop
1499,5,Best product for beginners ...easy to understand ❤️❤️❤️best one.. thank u 😊Flipkart..loved it
1500,5,Amazing product.
1501,1,The laptop is average...what's really disappointing is the display...when put on full brightness it still cannot make things bright....bad viewing experience.
1502,5,"I have purchased this laptop on 26.06.2020 , it is very smooth to handle , games can be played , Perfect laptop for daily use I have purchased it for 24990 , Finally you can go for it undoubtedly"
1503,4,"less than decent battery backup (less than 2.5 hrs), other aspects appear ok (used for about one month till date, mainly zoom meetings), sound from in-built speakers could have been louder"
1504,1,"very bad , it hang always ,cant browse even email"
1505,1,Don't Buy.. Very Slow..
1506,1,"Here is my honest review after using this laptop for 6 months(I belong to a technical background)- Extremely disappointed with Leveno. I am regretting after buying this laptop. I hardly had any expectation with this laptop, still I am utterly disappointed. Their technical support team (on phone) is very incompetent and inefficient and unable to understand/resolve my issues on call. The issues I have been facing from day 1: 1. Fan does not work and hence the laptop is heating too much. 2. Blu..."
1507,1,Bad laptop.....lots of problems......it is not good as shown on paper.....not recommended at all.....
1508,4,Good at this price range. Without thinking just go for it..
1509,1,"Very slow, Battery is not good. Drains very fast"
1510,5,"Nice laptop, smooth performance , all should go for it 😀"
1511,5,Best in this price range
1512,3,It is good but it is slow
1513,3,antivirus show for one year but given only 1 month .
1514,5,Superb u should go for it.....without any doubt!
1515,5,simply outstanding......top class performances
1516,1,Very very slow... Fully disappointed plz don't buy. My all money is wasted
1517,5,If you have budget of 30k then go for it.
1518,4,It just a awesome laptop in budget range It good for students and for daily work ...😍😍😍😍
1519,3,Battery backup is low. Sound is not good. Performance is OK
1520,5,Laptop is good but it hangs sometimes. Laptop taskbar comes delay in screen
1521,3,Ok.
1522,1,horrible.stopped working within 3 days.
1523,2,I purchased this product 5 days before.very worst experience...bad battery life..I requested for return the product
1524,4,"Everything's are good, only the length of the charger is very short."
1525,3,"This is a nice budget laptop and looks premium.. But the problem is the battery, if you will upgrade it with better SSD and ram it will give you decent performance. it supports m.2 nvme..."
1526,5,"Design in this range is awesome. Performance is also good for normal work for students. One problem : fan is noisy , now i feel i have to two fan in room one ceiling fan another laptops fan."
1527,4,"Overall Laptop is good under 25 thousand but the problem is with its battery its battery life is upto 3 hrs maximum for normal use battery is not upto the mark and ryzen 3 processor is good for normal use, although it has FHD display but its viewing angle is not good... Main problem is with its battery lenovo should improve it..."
1528,5,nice product
1529,5,awesome look by lenovo and very fast delivery by flipcart it's loveing
1530,2,my touchpad is not working how to fix it
1531,3,"Display sucks, poor viewing angles, backlight burns through the panel  Battery life is under 4 hours  Otherwise great, Disable antivirus and update windows for faster experience, ram upgrade recommend"
1532,2,After 2 month uses it slow.googl app hi 5 se 10 minute mein open hota hai.
1533,4,Best one to this price (23k) the main dispointment was ram its only 4gb. Due to this less ram performance get little bit lower
1534,1,The battery even after charging 100% does not stay for even for 35mins.
1535,5,"Worthy purchase even in 28k. All-rounder performance. Added extra 4GB DDR4 2400 RAM + NVMe m2 128 GB SSD. Now it loads four times faster than out of the box speed. Recommends for students , programmers and media streamers. Yet it plays most of the games having mid range graphics, not recommends for gaming or studio editing purposes."
1536,3,The laptop if using for multitasking without gaming then it needs to upgraded with SSD/RAM.  Else it will take few minutes to open applications and multitasking is very difficult especially if you are online and presenting.
1537,1,"Don't think of buying this product. Trust me, you will regret to the deepest point. Highly disappointed with not just Lenovo but Flipkart too."
1538,4,A decent laptop for the money you paid 👍👍
1539,5,Overall good performance no hanging issue sleek slim light small as per latest laptops comes in this price good with lenovo brand I use lenovo 9-8 years lenovo I have face no issue yeah price is fluctuated but good under 26-27k price
1540,3,Display is awesome. Performance bad Battery average. Overall a decent one.
1541,5,It is to good product but one problem is there its battery backap is poor
1542,3,Average laptop. Don't expect it to be decent quick. Opens up applications after more than 30 secs. Would not recommend it for heavy or moderate use.
1543,5,Good
1544,1,"System performance is really pathetic. For opening one web browser will take 5 minutes after clicking it. Not installed any softwares other than operating system and related files. As per lenova service desk, RAM need to upgrade. But i dont think so. Looks like something abnormal with the laptop. Money wasted."
1545,3,4GB RAM IS NOT ENOUGH FOR THIS DEVICE. IT SHOULD BE INCREASED UP TO 8GB AS SOME PROGRAMS TAKE LONGER TIME IN STARTING.
1546,1,"Don't go for it Bought it before 6 months, not working now!!!"
1547,3,This is bad
1548,1,"Don't purchase this laptop, running very slow after 1-2 week use"
1549,1,That product is low quality. Slow processor.no need to buy this
1550,1,"Don't buy , worste laptop"
1551,1,Laptop is too slow. Even windows 98 pc is faster than this laptop.
1552,1,Within 8 months keyboard is not working properly Full of hang problem s don't by this don't even where to complaint
1553,1,Laptop functioned only for8 months. Never ever buy e-goods thru Flipkart. They won't provide any after sales services. I reported the matter to Flipkart and Lenovo but the matter not cleared even after two weeks.l lost my money.
1554,2,If you sleep this laptop and reopen it takes 30 to 100sec It's very slow Not value for money after 1 month
1555,1,This laptop is very slow working. It taking 3 minutes for starting window. And after start its work Very slow. My money waste for this laptop. I never suggest to any one for buy this laptop.
1556,1,Worst product. Don't buy it. Very slow laptop. Don't waste your money. Go for dell or hp
1557,4,A best laptop at this range... It is very stylishly designed..... Display is good.... Amd ryzen 3 and 8th gen Mcafee is free for one month but they have mentioned 1 year..... Defects are: A cheap quality battery Battery life is tooo low.... Sound quality is bad..... They have mentioned dolby audio but it's tooooo low.... Camera quality poooor.. 😬 Except this it's the.... Best.... Don't worry just buy it❤😍
1558,5,Just Upgrade RAM To 8gb and see the performance!!! Budget Gaming!!!
1559,3,"The laptop is very slow and gets stuck a lot but...you can get rid of that problem if you increase the Random Access Memory. In the beginning my laptop was performing extremely slow. Then I added 8GB of the memory (Crucial Brand) and after that the performance improved significantly. 4GB of the memory is inbuilt, so if you add 8GB of that, the memory will become 12GB, which is enough for even gaming. Ryzen 3 processor is nice. So without the increased memory, the Laptop is trash but after you..."
1560,1,Performance is very poor. The newest laptop hangs so badly
1561,2,One of the worst laptops I have seen. It doesnt give the performance of Ryzen 3 processor. It is running far too slow than expected. Dont ever buy this laptop never look at 3.9 rating. Only way to make this laptop work good is to upgrade the RAM. Also the battery is too low. Power only lasts for 2.5 hours. This review is given after first time use. Also disk usage shows 10% in a brand new laptop.
1562,2,Very slow..if you open anything it takes lots of time to open...but other than that it's good...sound is very less..picture quality is nice.. although it's not up to the mark..next time if I buy laptop I'll definitely go for intel processor...AMD is worst
1563,5,Fabulous design with great keypad and touchpad
1564,2,"Very slow processing,less battery backup Don't go with this laptop if u want to do heavy tasking. It takes time to even open Google Chrome."
1565,1,Simply waste
1566,5,"This is best under budget and value for money , for better speed increase the RAM since it's only 4 gb"
1567,3,Laptop is slow but if you are going for this consider upgrading RAM to 8 or 12 gb else go for 4gb 256 ssd or 8gb 1tb hdd. After upgrade it works like a charm.
1568,5,Best in the segment....strong build quality even it is plastic made.....4 gb ram a bit sluggish because amd processor is damn good for it to use resources but chrome is a Ram- hungry devil ... Replace chrome with opera and install 8 gb of 2400 Mhz ram from crucial.....install additional ram will boost it ....go for it..if u want premium looks and best performance 😍😍
1569,3,"Ifter 5 days of use .... Taking time to boot up , performance is ok ok , rest all good ...."
1570,3,Only design is good in this laptop others things are worst the performance is very slow its taking too much time to open apps and it is hanging too much .and battery is also dropping very fast. I got very bad experience in this laptop.this is not value for money.
1571,4,"Good Entry Level laptop for everyday use. Just one suggestion, go for 8 gb Ram...or upgrade it later."
1572,4,Everything is fine. Note - need a ram (must) and ssd(optional) to work otherwise it's slow and also release heat.
1573,4,McAfee comes with 30 days subscription so I'm very sad
1574,5,Go for it.
1575,5,Good
1576,5,Nice
1577,4,Nice
1578,5,Osome product
1579,5,Nice
1580,4,Good laptop in this budget...
1581,5,Awesome
1582,1,"Value for Money, Pros: No heating problem, Low cost, Light weight, looks attractive, pre installed Office home student edition, 1 year unlimited device antivirus protection.  Cons: Slow, cant run heavy processes, no gamming please. Slow speed can be overcome to some extent by adding 8 GB Ram  re-rated to 1* Reason - Head phone jack loose connection is not covered under warranty plus service centre lacks staff who can fix it."
1583,3,Little bit slower but value for money
1584,4,Very nice performance. Should buy....👌🏼
1585,2,It hangs anytime....and shut down.... processer is slow
1586,2,Slow👎
1587,4,Nice laptop but battery not good!!
1588,3,Laptop is very good and slower in system 😉😉😉😉🤔🤔🤔🤔🤔🤭🤭
1589,4,Camera is worst but laptop is best for all type of use
1590,3,Average performance. Poor battery charge. Good laptop for light work.
1591,5,Worth for price !
1592,2,Everything is good.. except its hanging problem... It hangs a lot... Sometimes its very irritating while working on it... I don't know what's wrong....
1593,5,Good
1594,5,Nice product
1595,3,It's an average product.. In this price range I would also suggest to see other alternatives.. Battery backup is less Display is good It lags in between We have to increase the RAM for better performance No slot for LAN cable No USB slot in right of the laptop.. slots are in left side Cursor button pad is bit stiff.
1596,4,Best buy for this budget
1597,5,My use is only for drafting I use only ms office For me it's good.
1598,3,Ok product
1599,4,"With this price it is better then others, look and color are really good."
1600,5,It's great in this price (26000)
1601,5,"I m using from past 2 months, and must say this is the best laptop under 30k. Very useful for students and people working from home. I felt a problem of low display, otherwise the laptop is best in this range."
1602,5,Best product
1603,5,Sleeky design
1604,5,Fully Satisfied
1605,4,It's good .but the battery is a bit insufficient Very laggy .
1606,4,Over all nice product for students not for gaming or coding
1607,4,Best quality
1608,5,I m satisfied for this product
1609,5,Good time delivery....
1610,1,"I bought this laptop after seeing its features and thought that it is a good laptop in a low budget. But that was my mistake. Bad things: sound is very low (speakers are not that good). The system is extremely slow, it takes a very long time to start. It started to hang within 1 month (even I didn't installed any other software or game in it). The speed of system is very very slow. Even to see photographs or to transfer files in other folders it takes a lot of time. Good things: FHD, design i..."
1611,5,Superb Laptop ☺️ it is very good laptop in this budget
1612,4,"Laptop is good. I purchase it for 29k. Battery back up is good. Sound, design and display all good. Go for it.... Best in this price. Very fast delivery from flipkart."
1613,4,Good laptop
1614,5,Lajawab laptop
1615,4,Good laptop
1616,5,Fast delivery and laptop is good quality
1617,2,Average performance
1618,4,Good product at this range
1619,3,"Quite slow pc. Display is bad. Laptop material is cheap. Webcam is pathetic. Boot time is unbearable.. Will have to update the ram to make it usable for day to day task.. I regret buying this laptop... If anyone reading feedback, dont buy this laptop. Check for other budget laptops."
1620,5,Amazing performance 👌👌👌👌
1621,3,Ok
1622,4,"BEWARE!!!: MS office is only trial version of 7 days. When you ask about this with seller, they directly initiate returning of laptop. Crazy way of customer support.  But the laptop is awesome. For the price it's awesome. I upgraded it with 4GB additional RAM and 3 years Kaspersky Antivirus. Now it's one rocking machine...  I actually bought 2 laptops . One for sis and another one for dad. Because i liked it so much."
1623,3,"Design is good , battery life also not bad approx 4 hours or max (on normal working ) , performance is not really speed but in this range good"
1624,3,Ok
1625,3,Working for normal use...sound is not at level. For personal use it's good.
1626,5,Nyc product.........only office work use.....
1627,5,"Delivered before time, thanks"
1628,5,Very good laptop Laptop is almost better in this price
1629,5,"Beautiful design , perfomance bit weak but overall good for price segment. 8/10"
1630,5,The laptop is best budget laptop in range of MRP 23500. Basic use laptop for student and home use.
1631,5,Nice
1632,4,No long life baitry
1633,5,"good product, worth it."
1634,5,Good display and nice laptop under 28k.
1635,5,Thanks
1636,4,Good
1637,2,Performance is poor with the low battery backup
1638,5,good product
1639,5,Best laptop on this price
1640,4,Within the budget product !
1641,4,Nice laptop but bettary and display not good
1642,4,nice product
1643,4,It is a very well biased laptop for 25990 INR. It got the perfect specs for the price.the built quality is not that well but can be matched for the price.
1644,5,nice performance and design
1645,5,Best lppy
1646,3,value for money
1647,1,"Hi Friends Laptop design side and delivery side very very good Coming to battery in lenovo laptop model worst battery Only 30 min Charing after 💯 % completed , don't Go for this laptop 30k budget"
1648,1,It's just maximum 10bdays to bought. But it going to start to hang.. Sometimes screen become statue.. I am not going to recommend this product. Waste of money. Unfortunately I can't showing by image.
1649,2,"Sluggish performance, not at all good display. Poor sound quality and poor camera. Even if only Chrome is open, it would not be possible to open another application quickly. Not sure how come so many people rated it so high. It has only given me more stress than any delight of buying a new product.  Flipkart accepted to pick up the product and issue refund. I think they would have repacked and sold it to someone else and because of which the other person would have also gone through the same..."
1650,2,"I just use this product only 2 days. previously i used Hp intel pentium gold, since i used my old laptop 7 year's. and i feel more comfortable also have good battery back up. come to lenovo its take time to reboot the app's. also worst battery max 2.5- 3 yrs depend on works. also you cant use multi task at the time. come to processor compared to intel pentium gold, AMD ryzen not yet good. i suggesting in this budget you can get Hp brand laptop."
1651,5,Super laptop NYC look
1652,2,Battery is poor..2hrs maximum..hangs sometimes.. Not recommended. Windows 10 and Ms Office is there. The Design of the lap is good.
1653,2,its not thats fast..it just takes a lot time in booting it crashes repeatedly it not so far good but with price its avg....design is pretty nice overall it can get a teo star.
1654,5,Awesome device
1655,4,good laptop just for normal activity purpose
1656,4,"Got it from 24990,best laptop for this price range."
1657,4,Very nice looking laptop
1658,4,"If you are buying for browsing, and as a student. Then it's good. You can go for it. But if you use it for video editing, other hard work then search for 50k above."
1659,4,"Very good laptop. Iam using from 3 months There is no issue with this laptop.. Battery- 4hrs Display-awesome Little bit slow, but it's enough for my work..."
1660,5,"4gb ram 1TB HDD AMD Ryzen 3 (which is equal to i3 7th gen) Windows 10 pre installed MS office preinstalled for life time MeAfee anti virus for 1yr 15.6 inches FHD display Dolby sound Overall pretty good under 30k  But, the main worst part is cooling fan sound is too disgusting"
1661,2,Device speed is very slow not up to level doesn't worth for price
1662,1,Battery power is low...fan sound is high... don't buy this product
1663,3,It hangs a most while..better to get upgraded ram to 8 g or 12 gb then there could be some hike in performance..
1664,5,Much more better than Intel i3 processor Best budget laptop .......
1665,3,I hate it. Its performance is very slow. It takes too much time open Ms excel. Now think about about the other applications. Think before you purchase this laptop.
1666,2,PC is very slow. Brought based on review from you tube. All are fake a good laptop will cost more. I can't even use smoothy for Normal office work. Any applications take at least 10-15 seconds for opening.
1667,4,Nice Laptop....
1668,1,Performance is very slow .
1669,2,It is very slow. Not for professional user.
1670,1,Worse product. Regret to buy it. I would like suggest everyone don’t waste your money on this product
1671,5,Good product but i wish to say that there are many options in market in this price range....
1672,1,Very bad Product.
1673,5,"This is good budget laptop with AMD processor , only 1 thing disappointing is its Disaply , its not visible in light and side angles."
1674,4,"Before installing ssd ,it's bailgadi After installing ssd,,,,it's hyperloop"
1675,5,excellent display
1676,1,Not working display not good
1677,5,"Worth of price,  Specs are better the others in this category"
1678,1,"I m writing this review after using 5 months. Tooooo slow laptop. Boot up time is 2 to 3 minutes. After boot up you will not able to use again in next 2,3 minutes. Hanging badly even for normal use. Poor performance. Only design of this laptop is good other all things are worst. I wasted my hard earned money and my piece of mind. Not recommend to anyone"
1679,5,Good one
1680,5,Good performance and battery
1681,2,Worst laptop I ever seen don't buy this
1682,2,Very slow.
1683,1,Useless Product
1684,1,Very bad
1685,1,"Worst experience, pls don't buy this product it's too late processing and camera also not clearity for online classes"
1686,4,Nice laptop....
1687,4,Great product at a cheaper rate.. It gives value for the money. Good buy 👌 under the budget of 30k
1688,3,Too slow need to upgrade ssd
1689,4,Fair product in this price range.
